EmployeeNumber,Department,JobRole,JobLevel,Age,Gender,Attrition,JML_Status,AccessLevel,RiskScore,RiskLevel,YearsAtCompany,YearsInCurrentRole,BusinessTravel,OverTime,PerformanceRating,EmployeeID
618,Sales,Sales Executive,2,26,Male,No,Mover,Write,50,High,0,0,Travel_Rarely,No,3,EMP0618
620,Sales,Sales Executive,2,35,Female,No,Stable,Write,20,Low,5,4,Travel_Rarely,No,3,EMP0620
621,Sales,Sales Executive,2,34,Male,No,Stable,Write,30,Medium,10,7,Travel_Rarely,No,3,EMP0621
622,Research & Development,Laboratory Technician,1,26,Male,Yes,Leaver,Read,70,Critical,1,0,Travel_Rarely,Yes,3,EMP0622
623,Research & Development,Manufacturing Director,3,37,Female,No,Stable,Write,30,Medium,6,5,Travel_Rarely,No,3,EMP0623
624,Research & Development,Healthcare Representative,3,46,Female,No,Stable,Read,15,Low,2,2,Travel_Frequently,No,3,EMP0624
625,Sales,Manager,4,41,Female,No,Stable,Write,35,Medium,18,16,Travel_Rarely,No,3,EMP0625
626,Sales,Sales Executive,3,37,Male,No,Stable,Write,25,Low,9,5,Non-Travel,No,3,EMP0626
630,Research & Development,Research Scientist,2,52,Male,No,Stable,Write,40,Medium,10,9,Travel_Rarely,Yes,3,EMP0630
631,Sales,Sales Executive,2,32,Male,Yes,Leaver,Write,55,High,4,2,Non-Travel,No,3,EMP0631
632,Sales,Sales Representative,1,24,Male,No,Stable,Read,25,Low,2,2,Travel_Frequently,No,3,EMP0632
634,Research & Development,Healthcare Representative,2,38,Female,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP0634
635,Research & Development,Manufacturing Director,2,37,Female,No,Stable,Write,30,Medium,6,5,Travel_Rarely,No,3,EMP0635
638,Research & Development,Research Director,5,49,Male,No,Stable,Admin,60,High,31,9,Travel_Rarely,Yes,3,EMP0638
639,Research & Development,Research Scientist,1,24,Male,No,Stable,Write,40,Medium,6,5,Travel_Rarely,Yes,3,EMP0639
641,Sales,Sales Executive,2,26,Male,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,4,EMP0641
643,Research & Development,Laboratory Technician,1,24,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,4,EMP0643
644,Human Resources,Manager,5,50,Male,No,Stable,Write,40,Medium,32,5,Travel_Frequently,No,3,EMP0644
645,Sales,Sales Representative,1,25,Male,No,Stable,Read,20,Low,7,4,Travel_Rarely,No,3,EMP0645
647,Research & Development,Laboratory Technician,1,24,Female,Yes,Leaver,Read,75,Critical,6,3,Travel_Frequently,Yes,3,EMP0647
648,Sales,Sales Representative,1,30,Male,Yes,Leaver,Read,65,High,1,0,Travel_Frequently,No,3,EMP0648
649,Research & Development,Research Scientist,1,34,Male,No,Stable,Write,40,Medium,6,5,Travel_Rarely,Yes,3,EMP0649
650,Sales,Sales Executive,2,31,Male,Yes,Leaver,Write,60,High,3,1,Travel_Rarely,No,3,EMP0650
652,Research & Development,Laboratory Technician,2,35,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP0652
653,Sales,Sales Executive,2,31,Male,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,4,EMP0653
655,Research & Development,Research Scientist,1,27,Female,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP0655
656,Sales,Sales Executive,2,37,Male,No,Mover,Write,60,High,3,0,Travel_Rarely,Yes,3,EMP0656
657,Research & Development,Research Scientist,1,20,Female,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP0657
659,Research & Development,Healthcare Representative,2,42,Female,No,Stable,Read,20,Low,10,2,Travel_Rarely,No,3,EMP0659
661,Research & Development,Research Director,4,43,Male,No,Mover,Admin,75,Critical,1,0,Travel_Rarely,Yes,3,EMP0661
662,Research & Development,Research Scientist,1,38,Female,No,Mover,Write,50,High,0,0,Travel_Rarely,No,3,EMP0662
663,Research & Development,Laboratory Technician,2,43,Male,No,Stable,Read,35,Medium,8,7,Travel_Frequently,Yes,3,EMP0663
664,Research & Development,Manager,4,48,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP0664
665,Human Resources,Human Resources,2,44,Female,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP0665
666,Sales,Sales Representative,1,34,Female,No,Stable,Read,30,Medium,8,2,Travel_Rarely,Yes,3,EMP0666
667,Sales,Sales Representative,1,27,Male,Yes,Leaver,Read,50,High,4,3,Travel_Rarely,No,3,EMP0667
669,Sales,Sales Representative,1,21,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP0669
671,Research & Development,Manager,5,44,Male,No,Stable,Write,40,Medium,2,2,Travel_Rarely,Yes,3,EMP0671
675,Research & Development,Research Scientist,1,22,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,4,EMP0675
677,Sales,Sales Executive,2,33,Male,No,Mover,Write,40,Medium,5,0,Travel_Rarely,No,3,EMP0677
679,Research & Development,Research Scientist,2,32,Female,No,Stable,Write,40,Medium,6,4,Travel_Rarely,Yes,3,EMP0679
680,Research & Development,Research Scientist,1,30,Female,No,Mover,Write,55,High,1,0,Travel_Frequently,No,4,EMP0680
682,Sales,Sales Executive,2,53,Female,No,Stable,Write,35,Medium,14,7,Travel_Rarely,No,4,EMP0682
683,Research & Development,Research Scientist,1,34,Male,No,Stable,Write,30,Medium,10,9,Travel_Rarely,No,3,EMP0683
684,Sales,Sales Executive,2,45,Female,Yes,Leaver,Write,75,Critical,1,1,Travel_Frequently,No,3,EMP0684
686,Research & Development,Laboratory Technician,1,26,Female,No,Stable,Read,20,Low,3,2,Travel_Rarely,Yes,3,EMP0686
689,Research & Development,Manufacturing Director,3,37,Male,No,Stable,Write,30,Medium,10,7,Travel_Rarely,No,3,EMP0689
690,Sales,Sales Executive,2,29,Female,No,Mover,Write,50,High,6,0,Travel_Rarely,No,3,EMP0690
691,Research & Development,Research Scientist,2,35,Male,No,Stable,Write,35,Medium,17,11,Travel_Rarely,No,3,EMP0691
692,Research & Development,Healthcare Representative,2,33,Male,No,Stable,Read,30,Medium,13,11,Travel_Frequently,No,4,EMP0692
698,Human Resources,Human Resources,3,54,Male,No,Stable,Read,30,Medium,9,7,Travel_Rarely,No,3,EMP0698
699,Research & Development,Manufacturing Director,2,36,Male,No,Stable,Write,30,Medium,3,2,Travel_Rarely,Yes,3,EMP0699
700,Research & Development,Research Scientist,1,27,Male,No,Stable,Write,30,Medium,4,2,Travel_Rarely,No,3,EMP0700
701,Research & Development,Research Scientist,1,20,Male,Yes,Leaver,Write,80,Critical,1,0,Travel_Rarely,Yes,3,EMP0701
702,Research & Development,Research Scientist,1,33,Male,Yes,Leaver,Write,85,Critical,10,8,Travel_Frequently,Yes,3,EMP0702
704,Research & Development,Laboratory Technician,1,35,Male,No,Mover,Read,35,Medium,1,0,Non-Travel,No,3,EMP0704
705,Research & Development,Research Scientist,1,23,Male,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP0705
707,Sales,Sales Executive,2,25,Male,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,4,EMP0707
709,Sales,Sales Executive,2,38,Female,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,4,EMP0709
710,Research & Development,Research Scientist,1,29,Male,No,Stable,Write,35,Medium,10,7,Travel_Frequently,No,3,EMP0710
712,Sales,Sales Executive,2,48,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP0712
714,Sales,Sales Executive,2,27,Female,No,Stable,Write,45,Medium,6,5,Travel_Frequently,Yes,4,EMP0714
715,Research & Development,Research Scientist,1,37,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP0715
716,Research & Development,Laboratory Technician,1,50,Male,No,Stable,Read,35,Medium,20,8,Travel_Rarely,Yes,3,EMP0716
717,Research & Development,Healthcare Representative,3,34,Female,No,Stable,Read,20,Low,8,7,Travel_Rarely,No,3,EMP0717
720,Sales,Sales Executive,2,24,Female,Yes,Leaver,Write,70,Critical,2,2,Travel_Rarely,No,3,EMP0720
721,Research & Development,Healthcare Representative,2,39,Female,No,Stable,Read,25,Low,20,7,Travel_Rarely,No,3,EMP0721
722,Sales,Sales Executive,2,32,Male,No,Stable,Write,30,Medium,10,7,Travel_Rarely,No,3,EMP0722
723,Sales,Sales Executive,2,50,Male,Yes,Leaver,Write,75,Critical,4,3,Travel_Frequently,Yes,3,EMP0723
724,Research & Development,Healthcare Representative,2,38,Female,No,Stable,Read,20,Low,9,7,Travel_Rarely,No,3,EMP0724
725,Research & Development,Manufacturing Director,3,27,Female,No,Stable,Write,30,Medium,9,7,Travel_Rarely,No,3,EMP0725
727,Research & Development,Research Director,3,32,Female,No,Stable,Admin,45,Medium,7,7,Travel_Rarely,No,3,EMP0727
728,Sales,Sales Executive,2,47,Male,No,Stable,Write,30,Medium,7,7,Travel_Rarely,No,3,EMP0728
729,Sales,Sales Executive,3,40,Male,No,Stable,Write,50,High,18,13,Travel_Frequently,Yes,4,EMP0729
730,Research & Development,Research Director,4,53,Male,No,Mover,Admin,55,High,5,1,Travel_Rarely,No,3,EMP0730
731,Human Resources,Manager,5,41,Male,No,Stable,Write,35,Medium,21,6,Travel_Rarely,No,3,EMP0731
732,Sales,Sales Executive,2,60,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP0732
733,Research & Development,Manufacturing Director,3,27,Male,No,Stable,Write,35,Medium,9,7,Travel_Frequently,No,4,EMP0733
734,Human Resources,Manager,5,41,Male,No,Stable,Write,35,Medium,22,7,Travel_Rarely,No,3,EMP0734
738,Sales,Sales Representative,1,50,Male,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP0738
741,Research & Development,Research Scientist,1,28,Female,Yes,Leaver,Write,80,Critical,7,7,Travel_Rarely,Yes,3,EMP0741
742,Research & Development,Research Director,3,36,Female,No,Stable,Admin,40,Medium,8,7,Non-Travel,No,3,EMP0742
743,Research & Development,Manufacturing Director,3,38,Female,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,3,EMP0743
744,Research & Development,Laboratory Technician,1,44,Male,No,Stable,Read,5,Low,5,2,Non-Travel,No,3,EMP0744
746,Sales,Sales Executive,4,47,Female,No,Stable,Write,50,High,22,2,Travel_Frequently,Yes,3,EMP0746
747,Sales,Sales Executive,2,30,Male,No,Stable,Write,30,Medium,8,7,Travel_Rarely,No,4,EMP0747
749,Sales,Sales Representative,1,29,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP0749
752,Research & Development,Research Scientist,1,42,Male,Yes,Leaver,Write,75,Critical,2,2,Travel_Frequently,Yes,3,EMP0752
754,Sales,Sales Executive,2,43,Male,No,Stable,Write,25,Low,2,2,Travel_Frequently,No,3,EMP0754
757,Research & Development,Healthcare Representative,2,34,Female,No,Mover,Read,30,Medium,5,1,Travel_Rarely,No,3,EMP0757
758,Research & Development,Laboratory Technician,1,23,Male,No,Stable,Read,10,Low,4,3,Travel_Rarely,No,3,EMP0758
760,Human Resources,Human Resources,2,39,Female,No,Stable,Read,20,Low,8,3,Travel_Rarely,No,3,EMP0760
762,Research & Development,Healthcare Representative,4,56,Male,No,Stable,Read,30,Medium,10,7,Travel_Rarely,No,3,EMP0762
763,Research & Development,Research Scientist,1,40,Female,No,Stable,Write,30,Medium,4,2,Travel_Rarely,Yes,4,EMP0763
764,Research & Development,Healthcare Representative,2,27,Female,No,Stable,Read,20,Low,7,6,Travel_Rarely,No,3,EMP0764
766,Sales,Sales Representative,1,29,Male,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP0766
769,Research & Development,Laboratory Technician,2,53,Male,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP0769
771,Research & Development,Healthcare Representative,2,35,Female,No,Mover,Read,35,Medium,1,0,Non-Travel,No,3,EMP0771
772,Research & Development,Laboratory Technician,2,32,Male,No,Stable,Read,25,Low,10,8,Travel_Frequently,No,3,EMP0772
773,Research & Development,Research Scientist,1,38,Male,No,Mover,Write,60,High,1,0,Travel_Rarely,Yes,3,EMP0773
775,Research & Development,Manufacturing Director,2,34,Female,No,Mover,Write,50,High,0,0,Travel_Rarely,No,3,EMP0775
776,Sales,Manager,4,52,Male,No,Stable,Write,35,Medium,34,6,Travel_Rarely,No,3,EMP0776
780,Research & Development,Research Scientist,1,33,Male,Yes,Leaver,Write,80,Critical,10,9,Travel_Rarely,Yes,3,EMP0780
781,Sales,Sales Executive,2,25,Female,No,Stable,Write,30,Medium,6,5,Travel_Rarely,No,4,EMP0781
783,Sales,Sales Representative,2,45,Male,No,Stable,Read,30,Medium,8,7,Travel_Rarely,No,3,EMP0783
784,Research & Development,Research Scientist,1,23,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP0784
785,Sales,Sales Executive,2,47,Female,Yes,Leaver,Write,75,Critical,5,4,Travel_Frequently,Yes,3,EMP0785
786,Sales,Sales Executive,2,34,Male,No,Stable,Write,30,Medium,6,5,Travel_Rarely,No,4,EMP0786
787,Research & Development,Manager,5,55,Male,Yes,Leaver,Write,70,Critical,5,2,Travel_Rarely,Yes,3,EMP0787
789,Sales,Sales Executive,3,36,Male,No,Stable,Write,25,Low,10,7,Non-Travel,No,3,EMP0789
791,Research & Development,Research Scientist,1,52,Male,No,Stable,Write,15,Low,4,3,Non-Travel,No,3,EMP0791
792,Research & Development,Laboratory Technician,1,26,Female,No,Stable,Read,25,Low,2,2,Travel_Frequently,No,3,EMP0792
793,Research & Development,Healthcare Representative,2,29,Female,No,Stable,Read,30,Medium,8,7,Travel_Rarely,No,3,EMP0793
796,Sales,Sales Executive,2,26,Male,Yes,Leaver,Write,60,High,4,3,Travel_Rarely,No,3,EMP0796
797,Research & Development,Research Scientist,1,34,Female,No,Stable,Write,20,Low,4,2,Travel_Rarely,No,3,EMP0797
799,Research & Development,Manufacturing Director,2,54,Female,No,Stable,Write,30,Medium,5,3,Travel_Rarely,Yes,3,EMP0799
800,Sales,Sales Executive,2,27,Male,No,Stable,Write,35,Medium,4,2,Travel_Frequently,No,3,EMP0800
802,Research & Development,Research Scientist,1,37,Female,No,Stable,Write,30,Medium,5,3,Travel_Rarely,Yes,3,EMP0802
803,Research & Development,Manufacturing Director,2,38,Female,No,Stable,Write,50,High,15,7,Travel_Frequently,Yes,3,EMP0803
804,Research & Development,Research Scientist,1,34,Female,No,Stable,Write,30,Medium,6,5,Travel_Rarely,No,3,EMP0804
805,Sales,Sales Representative,1,35,Female,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP0805
806,Research & Development,Laboratory Technician,1,30,Male,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,4,EMP0806
807,Research & Development,Healthcare Representative,2,40,Female,No,Stable,Read,25,Low,8,7,Travel_Frequently,No,4,EMP0807
808,Sales,Sales Executive,2,34,Female,No,Stable,Write,20,Low,3,2,Travel_Rarely,No,3,EMP0808
809,Research & Development,Manager,5,42,Male,No,Stable,Write,40,Medium,24,7,Travel_Frequently,No,3,EMP0809
811,Research & Development,Laboratory Technician,1,23,Male,Yes,Leaver,Read,70,Critical,0,0,Travel_Rarely,Yes,4,EMP0811
812,Research & Development,Laboratory Technician,1,24,Male,No,Mover,Read,35,Medium,1,0,Non-Travel,No,3,EMP0812
813,Research & Development,Laboratory Technician,2,52,Female,No,Stable,Read,10,Low,5,2,Travel_Rarely,No,4,EMP0813
815,Research & Development,Research Director,4,50,Male,No,Stable,Admin,35,Medium,4,3,Travel_Rarely,No,3,EMP0815
816,Research & Development,Laboratory Technician,1,29,Female,Yes,Leaver,Read,70,Critical,1,0,Travel_Rarely,Yes,3,EMP0816
817,Research & Development,Research Director,3,33,Male,No,Stable,Admin,50,High,13,9,Travel_Rarely,No,3,EMP0817
819,Sales,Sales Executive,2,33,Female,Yes,Leaver,Write,60,High,3,2,Travel_Rarely,No,3,EMP0819
820,Research & Development,Manager,4,47,Female,No,Stable,Write,55,High,26,14,Travel_Rarely,Yes,3,EMP0820
823,Research & Development,Manufacturing Director,2,36,Female,No,Stable,Write,30,Medium,9,7,Travel_Rarely,No,3,EMP0823
824,Research & Development,Research Scientist,1,29,Male,No,Stable,Write,30,Medium,10,7,Travel_Rarely,No,4,EMP0824
825,Research & Development,Research Director,5,58,Male,Yes,Leaver,Admin,100,Critical,31,15,Travel_Rarely,Yes,3,EMP0825
826,Research & Development,Research Scientist,1,35,Female,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP0826
827,Research & Development,Manufacturing Director,2,42,Female,No,Stable,Write,30,Medium,4,3,Travel_Rarely,Yes,3,EMP0827
828,Research & Development,Research Scientist,1,28,Male,Yes,Leaver,Write,70,Critical,2,2,Travel_Rarely,No,3,EMP0828
829,Human Resources,Human Resources,1,36,Male,No,Stable,Read,10,Low,5,2,Travel_Rarely,No,3,EMP0829
830,Research & Development,Manufacturing Director,2,32,Female,No,Stable,Write,35,Medium,14,13,Travel_Rarely,No,3,EMP0830
832,Research & Development,Laboratory Technician,2,40,Male,No,Mover,Read,45,Medium,1,0,Travel_Frequently,No,3,EMP0832
833,Research & Development,Manufacturing Director,2,30,Female,No,Mover,Write,60,High,0,0,Travel_Rarely,Yes,4,EMP0833
834,Research & Development,Research Scientist,1,45,Female,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP0834
836,Research & Development,Manufacturing Director,2,42,Male,No,Stable,Write,30,Medium,9,8,Travel_Rarely,No,3,EMP0836
837,Research & Development,Healthcare Representative,2,38,Male,No,Stable,Read,15,Low,4,3,Travel_Frequently,No,3,EMP0837
838,Research & Development,Research Scientist,1,34,Female,No,Stable,Write,25,Low,5,2,Travel_Frequently,No,3,EMP0838
840,Sales,Sales Executive,3,49,Female,Yes,Leaver,Write,70,Critical,9,8,Travel_Rarely,No,3,EMP0840
842,Sales,Sales Executive,2,55,Male,Yes,Leaver,Write,70,Critical,9,7,Travel_Rarely,No,3,EMP0842
843,Research & Development,Research Director,4,43,Male,No,Mover,Admin,65,High,4,1,Travel_Rarely,No,4,EMP0843
844,Research & Development,Research Director,3,27,Male,No,Stable,Admin,55,High,9,8,Travel_Rarely,Yes,3,EMP0844
845,Research & Development,Manufacturing Director,3,35,Male,No,Stable,Write,30,Medium,8,5,Travel_Rarely,No,4,EMP0845
846,Sales,Sales Executive,2,28,Female,No,Stable,Write,40,Medium,8,7,Travel_Rarely,Yes,4,EMP0846
847,Human Resources,Human Resources,1,34,Male,No,Stable,Read,10,Low,3,2,Travel_Rarely,No,3,EMP0847
848,Research & Development,Research Scientist,1,26,Female,Yes,Leaver,Write,85,Critical,8,7,Travel_Frequently,Yes,3,EMP0848
850,Research & Development,Research Scientist,1,27,Male,No,Mover,Write,45,Medium,0,0,Non-Travel,No,3,EMP0850
851,Sales,Manager,4,51,Female,No,Stable,Write,35,Medium,20,6,Travel_Rarely,No,3,EMP0851
852,Research & Development,Healthcare Representative,2,44,Male,No,Stable,Read,10,Low,5,2,Travel_Rarely,No,3,EMP0852
854,Research & Development,Research Scientist,1,25,Male,No,Stable,Write,30,Medium,4,3,Travel_Rarely,No,3,EMP0854
855,Sales,Sales Executive,2,33,Male,No,Stable,Write,30,Medium,9,8,Travel_Rarely,No,4,EMP0855
856,Research & Development,Research Scientist,1,35,Female,No,Stable,Write,40,Medium,6,5,Travel_Rarely,No,3,EMP0856
857,Sales,Sales Executive,2,36,Male,No,Stable,Write,45,Medium,18,14,Travel_Rarely,Yes,3,EMP0857
859,Sales,Sales Executive,2,32,Male,No,Stable,Write,20,Low,5,2,Travel_Rarely,No,3,EMP0859
861,Research & Development,Research Scientist,1,30,Male,No,Stable,Write,25,Low,5,4,Travel_Frequently,No,3,EMP0861
862,Sales,Sales Executive,3,53,Female,No,Stable,Write,30,Medium,5,2,Travel_Rarely,Yes,3,EMP0862
864,Sales,Sales Executive,3,45,Male,No,Stable,Write,30,Medium,5,4,Travel_Rarely,Yes,3,EMP0864
865,Research & Development,Research Scientist,2,32,Female,No,Stable,Write,20,Low,5,3,Travel_Rarely,No,3,EMP0865
867,Research & Development,Manufacturing Director,4,52,Female,No,Stable,Write,45,Medium,9,8,Travel_Frequently,No,4,EMP0867
868,Sales,Sales Executive,2,37,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP0868
869,Human Resources,Human Resources,1,28,Male,No,Mover,Read,30,Medium,5,1,Travel_Rarely,No,3,EMP0869
872,Research & Development,Manufacturing Director,2,22,Male,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,4,EMP0872
874,Research & Development,Laboratory Technician,1,44,Male,No,Stable,Read,20,Low,3,2,Travel_Rarely,Yes,4,EMP0874
875,Research & Development,Research Scientist,1,42,Male,No,Mover,Write,55,High,2,1,Travel_Frequently,Yes,3,EMP0875
878,Human Resources,Human Resources,1,36,Male,No,Stable,Read,10,Low,5,4,Travel_Rarely,No,4,EMP0878
879,Sales,Sales Executive,2,25,Male,No,Stable,Write,30,Medium,5,3,Travel_Rarely,Yes,3,EMP0879
880,Research & Development,Manufacturing Director,3,35,Female,No,Stable,Write,45,Medium,17,14,Travel_Rarely,Yes,4,EMP0880
881,Research & Development,Research Scientist,1,35,Female,Yes,Leaver,Write,85,Critical,10,2,Travel_Frequently,Yes,3,EMP0881
882,Research & Development,Laboratory Technician,1,32,Male,No,Mover,Read,25,Low,3,0,Non-Travel,No,3,EMP0882
885,Sales,Sales Executive,2,25,Male,No,Stable,Write,20,Low,5,2,Travel_Rarely,No,3,EMP0885
887,Research & Development,Research Scientist,1,49,Female,No,Stable,Write,20,Low,4,2,Travel_Rarely,No,3,EMP0887
888,Research & Development,Laboratory Technician,1,24,Male,No,Stable,Read,5,Low,5,2,Non-Travel,No,3,EMP0888
889,Sales,Sales Executive,2,32,Male,No,Stable,Write,35,Medium,10,8,Travel_Frequently,No,3,EMP0889
893,Sales,Sales Representative,1,38,Male,No,Stable,Read,10,Low,2,2,Travel_Rarely,No,3,EMP0893
894,Research & Development,Laboratory Technician,2,42,Female,No,Stable,Read,20,Low,5,3,Travel_Rarely,Yes,3,EMP0894
895,Research & Development,Research Scientist,1,31,Male,No,Stable,Write,40,Medium,6,4,Travel_Rarely,Yes,3,EMP0895
896,Sales,Sales Representative,1,29,Female,Yes,Leaver,Read,60,High,3,2,Travel_Rarely,Yes,3,EMP0896
897,Sales,Sales Executive,4,53,Male,No,Mover,Write,40,Medium,2,0,Travel_Rarely,No,3,EMP0897
899,Research & Development,Manufacturing Director,3,35,Male,No,Stable,Write,35,Medium,13,10,Travel_Rarely,No,3,EMP0899
900,Sales,Sales Representative,1,37,Female,No,Stable,Read,25,Low,5,4,Travel_Frequently,No,3,EMP0900
901,Research & Development,Research Director,4,53,Female,No,Stable,Admin,50,High,12,9,Travel_Rarely,No,3,EMP0901
902,Research & Development,Healthcare Representative,2,43,Female,No,Stable,Read,15,Low,5,2,Travel_Frequently,No,3,EMP0902
903,Sales,Sales Executive,2,47,Female,No,Stable,Write,40,Medium,7,6,Travel_Rarely,Yes,4,EMP0903
904,Sales,Sales Executive,3,37,Male,No,Mover,Write,55,High,10,0,Non-Travel,Yes,3,EMP0904
905,Research & Development,Manager,4,50,Male,No,Stable,Write,30,Medium,31,6,Non-Travel,No,3,EMP0905
909,Human Resources,Human Resources,2,39,Female,No,Stable,Read,10,Low,5,4,Travel_Rarely,No,3,EMP0909
910,Human Resources,Human Resources,1,33,Male,No,Stable,Read,20,Low,4,3,Travel_Rarely,Yes,3,EMP0910
911,Research & Development,Laboratory Technician,1,32,Male,Yes,Leaver,Read,70,Critical,1,0,Travel_Rarely,Yes,4,EMP0911
912,Research & Development,Laboratory Technician,1,29,Female,No,Stable,Read,10,Low,4,3,Travel_Rarely,No,3,EMP0912
913,Research & Development,Research Scientist,1,44,Male,No,Stable,Write,50,High,8,7,Travel_Rarely,Yes,3,EMP0913
916,Sales,Sales Executive,2,28,Male,No,Stable,Write,20,Low,4,2,Travel_Rarely,No,3,EMP0916
918,Research & Development,Laboratory Technician,1,58,Male,Yes,Leaver,Read,75,Critical,1,0,Travel_Frequently,Yes,3,EMP0918
920,Research & Development,Manufacturing Director,2,43,Female,No,Mover,Write,50,High,1,0,Travel_Rarely,No,4,EMP0920
922,Sales,Sales Representative,1,20,Female,Yes,Leaver,Read,50,High,2,2,Travel_Rarely,No,3,EMP0922
923,Research & Development,Research Scientist,1,21,Female,Yes,Leaver,Write,70,Critical,1,0,Travel_Rarely,No,3,EMP0923
924,Research & Development,Healthcare Representative,2,36,Male,No,Stable,Read,35,Medium,16,8,Travel_Rarely,Yes,3,EMP0924
925,Sales,Sales Representative,1,47,Female,No,Stable,Read,20,Low,3,2,Travel_Rarely,Yes,3,EMP0925
926,Research & Development,Manufacturing Director,2,22,Female,Yes,Leaver,Write,70,Critical,3,2,Travel_Rarely,Yes,3,EMP0926
927,Research & Development,Laboratory Technician,1,41,Female,Yes,Leaver,Read,80,Critical,7,7,Travel_Rarely,Yes,3,EMP0927
930,Research & Development,Research Scientist,1,28,Female,No,Stable,Write,20,Low,2,2,Travel_Rarely,No,3,EMP0930
932,Research & Development,Laboratory Technician,1,39,Male,Yes,Leaver,Read,60,High,2,2,Travel_Rarely,Yes,4,EMP0932
933,Research & Development,Research Scientist,1,27,Female,No,Mover,Write,50,High,1,1,Travel_Rarely,No,3,EMP0933
934,Research & Development,Laboratory Technician,1,34,Male,No,Mover,Read,40,Medium,1,0,Travel_Rarely,No,3,EMP0934
936,Sales,Sales Executive,2,42,Female,No,Stable,Write,20,Low,5,4,Travel_Rarely,No,3,EMP0936
939,Research & Development,Research Scientist,1,33,Male,No,Stable,Write,30,Medium,3,2,Travel_Rarely,Yes,3,EMP0939
940,Research & Development,Healthcare Representative,3,58,Female,No,Mover,Read,50,High,6,0,Travel_Rarely,Yes,3,EMP0940
941,Sales,Sales Representative,1,31,Male,No,Stable,Read,20,Low,7,7,Travel_Rarely,No,3,EMP0941
942,Research & Development,Healthcare Representative,2,35,Female,No,Stable,Read,30,Medium,10,6,Travel_Rarely,Yes,4,EMP0942
944,Research & Development,Laboratory Technician,3,49,Female,No,Stable,Read,25,Low,26,9,Travel_Rarely,No,3,EMP0944
945,Research & Development,Research Scientist,1,48,Male,No,Mover,Write,50,High,0,0,Travel_Rarely,No,3,EMP0945
947,Sales,Sales Executive,2,31,Female,No,Stable,Write,35,Medium,9,8,Non-Travel,No,3,EMP0947
949,Research & Development,Research Scientist,1,36,Male,No,Stable,Write,40,Medium,6,2,Travel_Rarely,No,3,EMP0949
950,Research & Development,Research Director,3,38,Female,No,Stable,Admin,50,High,15,12,Travel_Rarely,No,3,EMP0950
951,Research & Development,Laboratory Technician,1,32,Female,No,Mover,Read,25,Low,3,0,Non-Travel,No,4,EMP0951
952,Sales,Sales Representative,1,25,Male,Yes,Leaver,Read,70,Critical,1,0,Travel_Rarely,Yes,3,EMP0952
954,Sales,Sales Executive,3,40,Male,No,Mover,Write,50,High,1,0,Travel_Rarely,No,3,EMP0954
956,Sales,Sales Executive,2,26,Male,No,Stable,Write,35,Medium,7,7,Travel_Frequently,No,3,EMP0956
957,Research & Development,Laboratory Technician,1,41,Male,No,Stable,Read,35,Medium,18,13,Travel_Rarely,Yes,3,EMP0957
958,Research & Development,Laboratory Technician,1,36,Male,No,Stable,Read,25,Low,11,8,Travel_Rarely,No,4,EMP0958
959,Sales,Sales Representative,1,19,Male,Yes,Leaver,Read,70,Critical,1,0,Travel_Rarely,Yes,3,EMP0959
960,Research & Development,Laboratory Technician,1,20,Male,Yes,Leaver,Read,60,High,1,0,Travel_Rarely,No,3,EMP0960
961,Research & Development,Healthcare Representative,2,31,Female,No,Stable,Read,30,Medium,9,7,Travel_Rarely,Yes,3,EMP0961
